date,Mahalle,total_time_in_neigh_sec,total_dist_in_neigh_km,total_idle_in_neigh_sec,total_stop_in_neigh_sec,total_points,vehicles_served,total_time_in_neigh_hr,total_idle_in_neigh_hr,total_stop_in_neigh_hr
2025-12-24,İrfaniye Mh.,930.0,95828.69,0.0,0.0,184,7,0.25833333333333336,0.0,0.0
2025-12-25,19 Mayıs Mh.,42.0,2287.4,0.0,0.0,6,1,0.011666666666666667,0.0,0.0
2025-12-25,23 Nisan Mh.,5366.0,254314.38,593.0,6069.0,325,10,1.4905555555555556,0.16472222222222221,1.6858333333333333
2025-12-25,29 Ekim Mh.,6286.0,361685.89,6535.0,6535.0,498,11,1.7461111111111112,1.8152777777777778,1.8152777777777778
2025-12-25,30 Ağustos Zafer Mh.,155.0,17114.2,55.0,55.0,29,2,0.043055555555555555,0.015277777777777777,0.015277777777777777
2025-12-25,Ahmet Yesevi Mh.,3591.0,92110.27,3372.0,3372.0,167,4,0.9975,0.9366666666666666,0.9366666666666666
2025-12-25,Akçalar Mahallesi,20.0,1950.54,0.0,0.0,3,1,0.005555555555555556,0.0,0.0
2025-12-25,Akçalar Mh.,716.0,38322.78,277.0,277.0,59,1,0.1988888888888889,0.07694444444444444,0.07694444444444444
2025-12-25,Alaaddinbey Mh.,534260.0,2860197.64,10683172.0,149392258.0,5672,42,148.40555555555557,2967.547777777778,41497.849444444444
2025-12-25,Altınşehir Mh.,7000.0,300419.73,6934.0,6934.0,405,7,1.9444444444444444,1.926111111111111,1.926111111111111
2025-12-25,Ataevler Mh.,5092.0,98354.05,6140.0,6140.0,233,6,1.4144444444444444,1.7055555555555555,1.7055555555555555
2025-12-25,Balat Mh.,2135.0,81063.44,1455.0,1455.0,128,4,0.5930555555555556,0.4041666666666667,0.4041666666666667
2025-12-25,Balat OSB Mh.,135.0,20668.0,0.0,0.0,23,6,0.0375,0.0,0.0
2025-12-25,Balkan Mh.,5916.0,583983.92,6689.0,6689.0,1208,2,1.6433333333333333,1.8580555555555556,1.8580555555555556
2025-12-25,Barış Mh.,3860.0,50271.880000000005,5137.0,5137.0,113,4,1.0722222222222222,1.4269444444444443,1.4269444444444443
2025-12-25,Başköy Mh.,5940.0,222936.42,5028.0,5028.0,348,2,1.65,1.3966666666666667,1.3966666666666667
2025-12-25,Beşevler Mh.,13119.0,624062.53,8965.0,12235.0,1265,16,3.6441666666666666,2.4902777777777776,3.3986111111111112
2025-12-25,Büyükbalıklı Mh.,723.0,37409.72,647.0,647.0,59,1,0.20083333333333334,0.17972222222222223,0.17972222222222223
2025-12-25,Cumhuriyet Mh.,1241.0,91948.7,1257.0,1257.0,105,4,0.3447222222222222,0.3491666666666667,0.3491666666666667
2025-12-25,Demirci Mh.,17138.0,639588.7,13506.0,13643.0,1309,25,4.760555555555555,3.7516666666666665,3.789722222222222
2025-12-25,Doğanköy Mh.,1592.0,113948.19,532.0,532.0,161,3,0.44222222222222224,0.14777777777777779,0.14777777777777779
2025-12-25,Dumlupınar Mh.,14064.0,548628.31,9894.0,16594.0,966,8,3.9066666666666667,2.7483333333333335,4.609444444444445
2025-12-25,Ertuğrul Mh.,6819.0,276411.01,5787.0,5798.0,440,15,1.8941666666666668,1.6075,1.6105555555555555
2025-12-25,Esentepe Mh.,2060.0,73856.76,1335.0,1335.0,80,4,0.5722222222222222,0.37083333333333335,0.37083333333333335
2025-12-25,Fethiye Mh.,8360.0,207648.66999999998,7160.0,7160.0,320,6,2.3222222222222224,1.988888888888889,1.988888888888889
2025-12-25,Fethiye OSB Mh.,1196.0,133212.96,326.0,326.0,152,6,0.3322222222222222,0.09055555555555556,0.09055555555555556
2025-12-25,Geçit Mh.,4630.0,376488.31,269.0,269.0,439,8,1.2861111111111112,0.07472222222222222,0.07472222222222222
2025-12-25,Gökçe Mh.,60.0,4400.56,0.0,0.0,7,1,0.016666666666666666,0.0,0.0
2025-12-25,Görükle Mh.,7060.0,434244.82,3523.0,5755.0,644,9,1.961111111111111,0.9786111111111111,1.5986111111111112
2025-12-25,Gümüştepe Mh.,3673.0,110080.18999999999,3384.0,3384.0,309,4,1.0202777777777778,0.94,0.94
2025-12-25,Işıktepe Mh.,142.0,20196.41,0.0,0.0,23,6,0.03944444444444444,0.0,0.0
2025-12-25,Işıktepe OSB Mh.,345.0,48241.47,0.0,0.0,55,7,0.09583333333333334,0.0,0.0
2025-12-25,Karaman Mh.,2615.0,116113.33,7821.0,7821.0,280,3,0.7263888888888889,2.1725,2.1725
2025-12-25,Kayapa Mh.,3650.0,166426.55,2953.0,2953.0,263,1,1.0138888888888888,0.8202777777777778,0.8202777777777778
2025-12-25,Konak Mh.,9882.0,564578.8,9605.0,9644.0,532,8,2.745,2.6680555555555556,2.678888888888889
2025-12-25,Kurtuluş Mh.,197.0,17409.23,31.0,31.0,23,2,0.05472222222222222,0.008611111111111111,0.008611111111111111
2025-12-25,Kültür Mh.,6120.0,210112.66999999998,6164.0,6164.0,313,5,1.7,1.7122222222222223,1.7122222222222223
2025-12-25,Kızılcıklı Mh.,23.0,3171.56,0.0,0.0,5,1,0.006388888888888889,0.0,0.0
2025-12-25,Minareliçavuş Bursa OSB Mh.,138.0,17553.41,173.0,173.0,23,7,0.03833333333333333,0.04805555555555555,0.04805555555555555
2025-12-25,Minareliçavuş Mh.,5762.0,82415.97,5580.0,5580.0,337,4,1.6005555555555555,1.55,1.55
2025-12-25,Minareliçavuş OSB Mh.,266.0,13759.43,31.0,31.0,36,3,0.07388888888888889,0.008611111111111111,0.008611111111111111
2025-12-25,Nilüferköy Mh.,321.0,54139.78,14.0,14.0,67,3,0.08916666666666667,0.0038888888888888888,0.0038888888888888888
2025-12-25,Odunluk Mh.,330.0,31014.86,85.0,85.0,38,2,0.09166666666666666,0.02361111111111111,0.02361111111111111
2025-12-25,Tahtalı Mh.,160.0,11549.95,0.0,0.0,18,1,0.044444444444444446,0.0,0.0
2025-12-25,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,9.0,1057.95,21.0,21.0,1,1,0.0025,0.005833333333333334,0.005833333333333334
2025-12-25,Yaylacık Mh.,285.0,14022.43,180.0,180.0,24,3,0.07916666666666666,0.05,0.05
2025-12-25,Yenikent Mh.,5275.0,435718.56,2995.0,2995.0,494,7,1.4652777777777777,0.8319444444444445,0.8319444444444445
2025-12-25,Yolçatı Mh.,4021.0,150154.48,3668.0,3668.0,332,2,1.1169444444444445,1.018888888888889,1.018888888888889
2025-12-25,Yüzüncüyıl Mh.,1913.0,89539.21,1335.0,1335.0,153,10,0.5313888888888889,0.37083333333333335,0.37083333333333335
2025-12-25,Çalı Mh.,9994.0,400461.17000000004,8671.0,8671.0,580,5,2.776111111111111,2.408611111111111,2.408611111111111
2025-12-25,Çamlıca Mh.,14251.0,312800.85,16667.0,25232.0,498,7,3.9586111111111113,4.629722222222222,7.0088888888888885
2025-12-25,Ürünlü Mh.,120.0,12175.57,0.0,0.0,12,1,0.03333333333333333,0.0,0.0
2025-12-25,Üçevler Mh.,40136.0,788252.21,3084.0,3396.0,1634,30,11.148888888888889,0.8566666666666667,0.9433333333333334
2025-12-25,İhsaniye Mh.,22937.0,931958.66,34101.0,34032.0,2024,5,6.371388888888889,9.4725,9.453333333333333
2025-12-25,İrfaniye Mahallesi,10.0,638.74,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-25,İrfaniye Mh.,3046.0,222838.69,2442.0,2442.0,371,4,0.8461111111111111,0.6783333333333333,0.6783333333333333
