date,vehicle_id,Mahalle,time_in_neigh_sec,dist_in_neigh_km,idle_in_neigh_sec,stop_in_neigh_sec,points
2025-12-20,7924,Demirci Mh.,584.0,14935.460000000001,129.0,129.0,55
2025-12-20,7924,Dumlupınar Mh.,58.0,1693.41,0.0,0.0,9
2025-12-20,7924,Ertuğrul Mh.,3045.0,21011.63,4987.0,4987.0,113
2025-12-20,7924,Esentepe Mh.,949.0,8495.38,1109.0,1109.0,41
2025-12-20,7924,Fethiye Mh.,429.0,4604.51,161.0,161.0,18
2025-12-20,7924,Fethiye OSB Mh.,425.0,14081.48,62.0,62.0,53
2025-12-20,7924,Geçit Mh.,1224.0,33555.58,123.0,123.0,133
2025-12-20,7924,Görükle Mh.,1186.0,8586.58,2254.0,2254.0,46
2025-12-20,7924,Işıktepe Mh.,51.0,2115.19,0.0,0.0,8
2025-12-20,7924,Işıktepe OSB Mh.,163.0,6308.57,83.0,83.0,23
2025-12-20,7924,Konak Mh.,262.0,9870.36,77.0,77.0,32
2025-12-20,7924,Kurtuluş Mh.,82.0,2269.93,0.0,0.0,12
2025-12-20,7924,Kültür Mh.,511.0,10355.82,394.0,394.0,34
2025-12-20,7924,Minareliçavuş Bursa OSB Mh.,39.0,1044.54,0.0,0.0,4
2025-12-20,7924,Nilüferköy Mh.,186.0,9522.789999999999,0.0,0.0,37
2025-12-20,7924,Yaylacık Mh.,174.0,3803.35,363.0,363.0,16
2025-12-20,7924,Yenikent Mh.,2155.0,45682.09,1915.0,1915.0,179
2025-12-20,7924,Yüzüncüyıl Mh.,337.0,2016.07,270.0,270.0,11
2025-12-20,7924,Çalı Mh.,16769.0,236112.51,16769.0,16769.0,939
2025-12-20,7924,Çamlıca Mh.,2470.0,13112.81,1724.0,5560.0,42
2025-12-20,7924,Ürünlü Mh.,100.0,2295.04,0.0,0.0,12
2025-12-20,7924,Üçevler Mh.,1054.0,30744.01,623.0,623.0,111
2025-12-20,7924,İhsaniye Mh.,1790.0,14603.19,3903.0,3903.0,70
2025-12-20,8359,23 Nisan Mh.,92.0,2610.9,44.0,44.0,15
2025-12-20,8359,Ahmet Yesevi Mh.,144.0,2711.39,0.0,0.0,19
2025-12-20,8359,Alaaddinbey Mh.,30430.0,23962.81,7209.0,3759207.0,191
2025-12-20,8359,Altınşehir Mh.,9489.0,40522.409999999996,13176.0,13176.0,335
2025-12-20,8359,Balat Mh.,578.0,10143.3,27.0,27.0,73
2025-12-20,8359,Balat OSB Mh.,183.0,2192.62,3.0,3.0,13
2025-12-20,8359,Doğanköy Mh.,970.0,13966.99,0.0,0.0,109
2025-12-20,8359,Ertuğrul Mh.,6197.0,25384.14,7269.0,7269.0,201
2025-12-20,8359,Fethiye OSB Mh.,433.0,8196.01,86.0,86.0,48
2025-12-20,8359,Geçit Mh.,1400.0,20688.48,307.0,307.0,150
2025-12-20,8359,Işıktepe Mh.,31.0,690.48,0.0,0.0,4
2025-12-20,8359,Işıktepe OSB Mh.,69.0,2251.88,28.0,28.0,13
2025-12-20,8359,Minareliçavuş Bursa OSB Mh.,100.0,1861.8,33.0,33.0,11
2025-12-20,8359,Minareliçavuş Mh.,196.0,2520.3,88.0,88.0,20
2025-12-20,8359,Minareliçavuş OSB Mh.,43.0,742.11,0.0,0.0,6
2025-12-20,8359,Nilüferköy Mh.,279.0,6757.57,71.0,71.0,46
2025-12-20,8359,Yenikent Mh.,2377.0,29782.76,1181.0,1181.0,217
2025-12-20,8359,Üçevler Mh.,490.0,7566.94,267.0,267.0,43
2025-12-21,1106,23 Nisan Mh.,62.0,3393.83,0.0,0.0,12
2025-12-21,1106,Ahmet Yesevi Mh.,69.0,2201.09,0.0,0.0,8
2025-12-21,1106,Alaaddinbey Mh.,33777.0,53960.65,3411.0,3535357.0,200
2025-12-21,1106,Ataevler Mh.,174.0,5089.12,30.0,30.0,20
2025-12-21,1106,Balat Mh.,91.0,2754.59,0.0,0.0,10
2025-12-21,1106,Balat OSB Mh.,50.0,1108.69,0.0,0.0,4
2025-12-21,1106,Beşevler Mh.,162.0,3602.4700000000003,74.0,74.0,14
2025-12-21,1106,Demirci Mh.,112.0,3860.31,0.0,0.0,16
2025-12-21,1106,Fethiye Mh.,400.0,2819.4900000000002,9.0,9.0,11
2025-12-21,1106,Fethiye OSB Mh.,276.0,8908.44,169.0,169.0,32
2025-12-21,1106,Geçit Mh.,1189.0,20068.71,42.0,2112.0,75
2025-12-21,1106,Işıktepe Mh.,20.0,562.71,0.0,0.0,2
2025-12-21,1106,Işıktepe OSB Mh.,107.0,4227.53,46.0,46.0,15
2025-12-21,1106,Minareliçavuş Bursa OSB Mh.,20.0,555.96,0.0,0.0,2
2025-12-21,1106,Nilüferköy Mh.,84.0,5194.86,0.0,0.0,19
2025-12-21,1106,Yenikent Mh.,1151.0,30067.42,450.0,450.0,113
2025-12-21,1106,Üçevler Mh.,15169.0,143870.71,20966.0,20966.0,577
2025-12-21,2519,Alaaddinbey Mh.,28800.0,12377.199999999999,980462.0,980462.0,97
2025-12-21,2584,Alaaddinbey Mh.,42900.0,41294.4,0.0,9053016.0,224
2025-12-21,2674,23 Nisan Mh.,61.0,2321.65,0.0,0.0,12
2025-12-21,2674,29 Ekim Mh.,70.0,1108.84,0.0,0.0,8
2025-12-21,2674,Ahmet Yesevi Mh.,69.0,1488.33,0.0,0.0,8
2025-12-21,2674,Alaaddinbey Mh.,33844.0,32875.78,0.0,3701031.0,204
2025-12-21,2674,Balat Mh.,247.0,5457.7,0.0,0.0,31
2025-12-21,2674,Balat OSB Mh.,76.0,1692.47,0.0,23.0,9
2025-12-21,2674,Doğanköy Mh.,130.0,2186.36,0.0,0.0,13
2025-12-21,2674,Dumlupınar Mh.,2116.0,16686.01,0.0,2014.0,115
2025-12-21,2674,Ertuğrul Mh.,116.0,2609.74,0.0,2.0,19
2025-12-21,2674,Fethiye OSB Mh.,247.0,5143.57,0.0,57.0,27
2025-12-21,2674,Geçit Mh.,778.0,14193.78,0.0,169.0,80
2025-12-21,2674,Görükle Mh.,13010.0,106718.64,0.0,12286.0,696
2025-12-21,2674,Işıktepe Mh.,30.0,576.25,0.0,0.0,3
2025-12-21,2674,Işıktepe OSB Mh.,85.0,1925.83,0.0,29.0,10
2025-12-21,2674,Minareliçavuş Bursa OSB Mh.,19.0,377.22,0.0,0.0,2
2025-12-21,2674,Nilüferköy Mh.,86.0,3318.2799999999997,0.0,0.0,18
2025-12-21,2674,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,13.0,299.49,0.0,0.0,2
2025-12-21,2674,Yenikent Mh.,1203.0,20237.53,0.0,480.0,114
2025-12-21,2674,Yolçatı Mh.,120.0,1983.75,0.0,0.0,12
2025-12-21,2674,Yüzüncüyıl Mh.,40.0,698.96,0.0,0.0,5
2025-12-21,2674,Üçevler Mh.,355.0,6448.65,0.0,118.0,33
2025-12-21,3547,23 Nisan Mh.,13928.0,221233.1,14367.0,14639.0,625
2025-12-21,3547,Ahmet Yesevi Mh.,143.0,7317.79,0.0,0.0,18
2025-12-21,3547,Alaaddinbey Mh.,26472.0,74584.15000000001,2936.0,2424392.0,183
2025-12-21,3547,Ataevler Mh.,80.0,4907.64,0.0,0.0,12
2025-12-21,3547,Balat Mh.,350.0,19577.65,0.0,0.0,50
2025-12-21,3547,Balat OSB Mh.,64.0,3488.71,0.0,0.0,9
2025-12-21,3547,Barış Mh.,2035.0,20934.82,6376.0,6376.0,51
2025-12-21,3547,Beşevler Mh.,26.0,2859.44,0.0,0.0,7
2025-12-21,3547,Demirci Mh.,168.0,5473.68,9.0,9.0,16
2025-12-21,3547,Doğanköy Mh.,432.0,17436.77,20.0,20.0,47
2025-12-21,3547,Esentepe Mh.,532.0,9804.53,124.0,124.0,27
2025-12-21,3547,Fethiye Mh.,244.0,634.48,17.0,17.0,2
2025-12-21,3547,Fethiye OSB Mh.,344.0,17646.9,57.0,57.0,45
2025-12-21,3547,Geçit Mh.,1777.0,74733.04,51.0,51.0,198
2025-12-21,3547,Görükle Mh.,2081.0,62129.86,1289.0,1289.0,156
2025-12-21,3547,Işıktepe Mh.,42.0,2650.87,0.0,0.0,7
2025-12-21,3547,Işıktepe OSB Mh.,184.0,10532.61,43.0,43.0,27
2025-12-21,3547,Minareliçavuş Bursa OSB Mh.,49.0,2728.64,0.0,0.0,7
2025-12-21,3547,Minareliçavuş Mh.,39.0,1813.95,0.0,0.0,5
2025-12-21,3547,Minareliçavuş OSB Mh.,88.0,3620.95,26.0,26.0,10
2025-12-21,3547,Nilüferköy Mh.,174.0,15382.07,0.0,0.0,38
2025-12-21,3547,Yaylacık Mh.,30.0,1211.15,0.0,0.0,3
2025-12-21,3547,Yenikent Mh.,2628.0,83447.83,1611.0,1611.0,222
2025-12-21,3547,Yolçatı Mh.,110.0,4286.03,0.0,0.0,11
2025-12-21,3547,Ürünlü Mh.,79.0,4429.76,0.0,0.0,11
2025-12-21,3547,Üçevler Mh.,848.0,40828.12,229.0,229.0,106
2025-12-21,3547,İhsaniye Mh.,4237.0,29963.48,12235.0,12235.0,90
2025-12-21,3615,19 Mayıs Mh.,3782.0,14579.77,8015.0,8015.0,52
2025-12-21,3615,23 Nisan Mh.,70.0,1923.91,0.0,0.0,7
2025-12-21,3615,29 Ekim Mh.,346.0,10682.25,84.0,84.0,38
2025-12-21,3615,Alaaddinbey Mh.,34022.0,43398.97,691.0,4721694.0,165
2025-12-21,3615,Ataevler Mh.,40.0,1095.88,0.0,0.0,4
2025-12-21,3615,Barış Mh.,100.0,2728.74,0.0,0.0,10
2025-12-21,3615,Beşevler Mh.,562.0,16316.35,83.0,83.0,59
2025-12-21,3615,Demirci Mh.,124.0,4455.84,7.0,7.0,17
2025-12-21,3615,Ertuğrul Mh.,120.0,3317.35,0.0,0.0,12
2025-12-21,3615,Esentepe Mh.,1537.0,3775.9300000000003,34.0,3933.0,14
2025-12-21,3615,Karaman Mh.,1069.0,10524.77,227.0,1940.0,39
2025-12-21,3615,Konak Mh.,7502.0,39611.28,17786.0,17786.0,138
2025-12-21,3615,Yüzüncüyıl Mh.,204.0,8690.91,0.0,0.0,31
2025-12-21,3615,Üçevler Mh.,322.0,8946.95,83.0,83.0,33
2025-12-21,3615,İhsaniye Mh.,110.0,3298.95,0.0,0.0,12
2025-12-21,4527,Alaaddinbey Mh.,10886.0,10212.58,57.0,751167.0,70
2025-12-21,4527,Üçevler Mh.,32126.0,35665.25,304.0,6080484.0,249
2025-12-21,5552,23 Nisan Mh.,100.0,8912.85,0.0,0.0,21
2025-12-21,5552,29 Ekim Mh.,1449.0,39229.39,0.0,1236.0,100
2025-12-21,5552,Ahmet Yesevi Mh.,423.0,15403.16,0.0,250.0,36
2025-12-21,5552,Alaaddinbey Mh.,32842.0,64038.96,0.0,4171292.0,167
2025-12-21,5552,Altınşehir Mh.,709.0,23372.01,0.0,421.0,60
2025-12-21,5552,Ataevler Mh.,517.0,24639.92,0.0,80.0,58
2025-12-21,5552,Balat Mh.,207.0,10041.57,0.0,0.0,23
2025-12-21,5552,Balat OSB Mh.,201.0,6049.99,0.0,63.0,14
2025-12-21,5552,Barış Mh.,1390.0,25409.53,0.0,1328.0,59
2025-12-21,5552,Beşevler Mh.,1801.0,37800.35,0.0,3571.0,93
2025-12-21,5552,Demirci Mh.,376.0,14044.43,0.0,118.0,37
2025-12-21,5552,Ertuğrul Mh.,949.0,30152.07,0.0,626.0,78
2025-12-21,5552,Esentepe Mh.,703.0,18375.69,0.0,487.0,43
2025-12-21,5552,Fethiye Mh.,1392.0,25555.62,0.0,685.0,60
2025-12-21,5552,Fethiye OSB Mh.,409.0,18497.25,0.0,159.0,41
2025-12-21,5552,Geçit Mh.,670.0,35275.93,0.0,0.0,80
2025-12-21,5552,Görükle Mh.,71.0,5146.0599999999995,0.0,0.0,13
2025-12-21,5552,Işıktepe Mh.,39.0,1836.48,0.0,18.0,4
2025-12-21,5552,Işıktepe OSB Mh.,98.0,6435.68,0.0,53.0,14
2025-12-21,5552,Karaman Mh.,757.0,18918.29,0.0,610.0,44
2025-12-21,5552,Konak Mh.,467.0,12978.31,0.0,455.0,32
2025-12-21,5552,Kültür Mh.,361.0,8118.72,0.0,263.0,20
2025-12-21,5552,Minareliçavuş Bursa OSB Mh.,49.0,2182.37,0.0,0.0,5
2025-12-21,5552,Nilüferköy Mh.,179.0,17025.51,0.0,0.0,39
2025-12-21,5552,Yapı Kredi Bankası ATM - Nilüfer Çalı Mahallesi,4.0,377.97,0.0,10.0,1
2025-12-21,5552,Yaylacık Mh.,30.0,1192.94,0.0,0.0,3
2025-12-21,5552,Yenikent Mh.,839.0,29433.3,0.0,643.0,66
2025-12-21,5552,Yüzüncüyıl Mh.,324.0,7902.75,0.0,272.0,20
2025-12-21,5552,Çalı Mh.,2361.0,41945.06,0.0,2304.0,111
2025-12-21,5552,Ürünlü Mh.,80.0,3570.15,0.0,0.0,9
2025-12-21,5552,Üçevler Mh.,771.0,38726.04,0.0,186.0,93
2025-12-21,5552,İhsaniye Mh.,247.0,7741.46,0.0,139.0,18
2025-12-21,5557,23 Nisan Mh.,908.0,24222.48,401.0,401.0,88
2025-12-21,5557,29 Ekim Mh.,4827.0,67685.55,4853.0,4853.0,248
2025-12-21,5557,Ahmet Yesevi Mh.,330.0,12155.91,0.0,0.0,42
2025-12-21,5557,Alaaddinbey Mh.,16947.0,57551.78,3518.0,930550.0,195
2025-12-21,5557,Altınşehir Mh.,3776.0,40139.62,1206.0,23099.0,143
2025-12-21,5557,Ataevler Mh.,150.0,5730.88,0.0,0.0,21
2025-12-21,5557,Balat Mh.,929.0,28000.08,525.0,525.0,97
2025-12-21,5557,Balat OSB Mh.,52.0,1214.5,0.0,0.0,4
2025-12-21,5557,Cumhuriyet Mh.,1214.0,11785.64,4687.0,4687.0,43
2025-12-21,5557,Dumlupınar Mh.,72.0,2597.77,27.0,27.0,8
2025-12-21,5557,Ertuğrul Mh.,2065.0,38708.96,2337.0,2337.0,141
2025-12-21,5557,Esentepe Mh.,2117.0,20208.67,1902.0,3097.0,73
2025-12-21,5557,Fethiye OSB Mh.,196.0,7044.99,36.0,36.0,23
2025-12-21,5557,Geçit Mh.,1514.0,24576.82,31.0,4571.0,84
2025-12-21,5557,Görükle Mh.,860.0,15516.11,1502.0,1502.0,48
2025-12-21,5557,Işıktepe Mh.,30.0,1539.5,0.0,0.0,5
2025-12-21,5557,Işıktepe OSB Mh.,65.0,3085.29,23.0,23.0,10
2025-12-21,5557,Kurtuluş Mh.,92.0,3908.95,0.0,0.0,12
2025-12-21,5557,Minareliçavuş Bursa OSB Mh.,19.0,1217.94,0.0,0.0,4
2025-12-21,5557,Nilüferköy Mh.,93.0,5399.3,0.0,0.0,18
2025-12-21,5557,Yaylacık Mh.,20.0,986.99,0.0,0.0,3
2025-12-21,5557,Yenikent Mh.,753.0,21192.73,267.0,267.0,72
2025-12-21,5557,Yüzüncüyıl Mh.,30.0,1280.28,0.0,0.0,4
2025-12-21,5557,Ürünlü Mh.,100.0,3278.01,0.0,0.0,10
2025-12-21,5557,Üçevler Mh.,355.0,9340.95,163.0,163.0,30
2025-12-21,5557,İhsaniye Mh.,523.0,4159.0599999999995,819.0,819.0,15
2025-12-21,6514,Alaaddinbey Mh.,42900.0,94847.04,11746242.0,11059552.0,288
2025-12-21,6574,Alaaddinbey Mh.,42900.0,49780.08,0.0,7215345.0,168
2025-12-21,6635,Alaaddinbey Mh.,86337.0,133399.68,0.0,45603335.0,1464
2025-12-21,6881,Alaaddinbey Mh.,42900.0,32892.479999999996,9703694.0,9703694.0,288
2025-12-21,7224,Alaaddinbey Mh.,42600.0,10395.0,6932172.0,6932172.0,165
2025-12-21,7924,23 Nisan Mh.,548.0,19316.79,239.0,239.0,53
2025-12-21,7924,29 Ekim Mh.,1445.0,18277.57,2745.0,2745.0,54
2025-12-21,7924,Ahmet Yesevi Mh.,149.0,6918.24,0.0,0.0,17
2025-12-21,7924,Alaaddinbey Mh.,28474.0,90372.35,7798.0,1733446.0,232
2025-12-21,7924,Altınşehir Mh.,1115.0,23863.32,1442.0,1442.0,72
2025-12-21,7924,Ataevler Mh.,382.0,18411.46,36.0,36.0,51
2025-12-21,7924,Balat Mh.,324.0,16604.52,0.0,0.0,43
2025-12-21,7924,Balat OSB Mh.,100.0,3693.33,0.0,0.0,9
2025-12-21,7924,Beşevler Mh.,728.0,15354.53,398.0,398.0,46
2025-12-21,7924,Demirci Mh.,1039.0,38800.56,471.0,471.0,99
2025-12-21,7924,Doğanköy Mh.,120.0,4365.01,0.0,0.0,12
2025-12-21,7924,Dumlupınar Mh.,21.0,1059.5900000000001,12.0,12.0,3
2025-12-21,7924,Ertuğrul Mh.,41.0,2768.0,0.0,0.0,8
2025-12-21,7924,Esentepe Mh.,685.0,8077.74,1222.0,1222.0,25
2025-12-21,7924,Fethiye Mh.,580.0,15983.16,78.0,78.0,46
2025-12-21,7924,Fethiye OSB Mh.,392.0,20863.31,71.0,71.0,50
2025-12-21,7924,Geçit Mh.,1173.0,55713.19,95.0,95.0,140
2025-12-21,7924,Görükle Mh.,1813.0,30776.76,4261.0,4261.0,87
2025-12-21,7924,Işıktepe Mh.,51.0,2855.69,0.0,0.0,7
2025-12-21,7924,Işıktepe OSB Mh.,259.0,13918.06,29.0,29.0,37
2025-12-21,7924,Konak Mh.,36.0,2236.13,0.0,0.0,7
2025-12-21,7924,Kültür Mh.,181.0,6300.99,0.0,0.0,20
2025-12-21,7924,Minareliçavuş Bursa OSB Mh.,30.0,1250.68,0.0,0.0,3
2025-12-21,7924,Nilüferköy Mh.,175.0,16579.28,0.0,0.0,41
2025-12-21,7924,Yapı Kredi Bankası ATM - Nilüfer Çalı Mahallesi,11.0,339.93,0.0,0.0,1
2025-12-21,7924,Yenikent Mh.,2152.0,73648.7,1484.0,1484.0,183
2025-12-21,7924,Yolçatı Mh.,110.0,3970.35,0.0,0.0,11
2025-12-21,7924,Yüzüncüyıl Mh.,30.0,1046.19,0.0,0.0,3
2025-12-21,7924,Çalı Mh.,11643.0,195666.98,12579.0,12579.0,499
2025-12-21,7924,Çamlıca Mh.,749.0,9088.91,2151.0,2151.0,29
2025-12-21,7924,Üçevler Mh.,3100.0,71319.83,2411.0,2411.0,176
2025-12-21,7924,İhsaniye Mh.,2132.0,26317.94,3977.0,3977.0,82
2025-12-21,8359,Alaaddinbey Mh.,43372.0,30619.440000000002,844.0,6273348.0,172
2025-12-22,1106,23 Nisan Mh.,51.0,4631.01,0.0,0.0,12
2025-12-22,1106,29 Ekim Mh.,344.0,11170.48,207.0,207.0,33
2025-12-22,1106,Ahmet Yesevi Mh.,75.0,3281.04,0.0,0.0,10
2025-12-22,1106,Alaaddinbey Mh.,36866.0,412888.27,21517.0,4222760.0,1192
2025-12-22,1106,Altınşehir Mh.,216.0,7752.74,157.0,157.0,23
2025-12-22,1106,Ataevler Mh.,381.0,14921.92,26.0,26.0,45
2025-12-22,1106,Balat Mh.,147.0,5920.33,0.0,0.0,18
2025-12-22,1106,Balat OSB Mh.,21.0,1523.55,0.0,0.0,4
2025-12-22,1106,Beşevler Mh.,162.0,7599.66,32.0,32.0,23
2025-12-22,1106,Demirci Mh.,124.0,5756.9400000000005,9.0,9.0,20
2025-12-22,1106,Doğanköy Mh.,316.0,11992.69,0.0,0.0,36
2025-12-22,1106,Fethiye Mh.,680.0,10135.85,115.0,115.0,30
2025-12-22,1106,Fethiye OSB Mh.,137.0,7271.7300000000005,0.0,0.0,19
2025-12-22,1106,Geçit Mh.,1277.0,41977.27,44.0,44.0,123
2025-12-22,1106,Işıktepe Mh.,21.0,1537.99,0.0,0.0,4
2025-12-22,1106,Işıktepe OSB Mh.,60.0,3851.9100000000003,27.0,27.0,10
2025-12-22,1106,Minareliçavuş Bursa OSB Mh.,20.0,1143.38,0.0,0.0,3
2025-12-22,1106,Minareliçavuş Mh.,40.0,1680.15,0.0,0.0,5
2025-12-22,1106,Nilüferköy Mh.,82.0,6200.61,0.0,0.0,19
2025-12-22,1106,Yenikent Mh.,3413.0,66748.2,6371.0,6371.0,197
2025-12-22,1106,Üçevler Mh.,18986.0,268893.36,23090.0,23090.0,890
2025-12-22,2519,23 Nisan Mh.,162.0,4096.99,0.0,0.0,21
2025-12-22,2519,29 Ekim Mh.,30.0,1586.78,0.0,0.0,8
2025-12-22,2519,Ahmet Yesevi Mh.,4321.0,29454.66,5075.0,5075.0,191
2025-12-22,2519,Alaaddinbey Mh.,15292.0,24575.97,550166.0,559211.0,141
2025-12-22,2519,Ataevler Mh.,270.0,3456.87,25.0,25.0,26
2025-12-22,2519,Balat Mh.,10142.0,60920.45,23818.0,23818.0,394
2025-12-22,2519,Balat OSB Mh.,239.0,3523.0,0.0,0.0,24
2025-12-22,2519,Beşevler Mh.,68.0,1050.64,0.0,0.0,8
2025-12-22,2519,Demirci Mh.,186.0,2187.17,86.0,86.0,17
2025-12-22,2519,Ertuğrul Mh.,130.0,2759.99,0.0,0.0,14
2025-12-22,2519,Fethiye Mh.,389.0,1617.81,57.0,57.0,12
2025-12-22,2519,Fethiye OSB Mh.,263.0,5938.28,88.0,88.0,31
2025-12-22,2519,Geçit Mh.,1250.0,23696.97,110.0,110.0,142
2025-12-22,2519,Işıktepe Mh.,31.0,966.22,0.0,0.0,5
2025-12-22,2519,Işıktepe OSB Mh.,59.0,1937.53,0.0,0.0,10
2025-12-22,2519,Minareliçavuş Bursa OSB Mh.,19.0,379.6,0.0,0.0,2
2025-12-22,2519,Minareliçavuş Mh.,40.0,1398.73,0.0,0.0,10
2025-12-22,2519,Nilüferköy Mh.,189.0,6610.51,0.0,0.0,38
2025-12-22,2519,Yenikent Mh.,2444.0,39314.14,767.0,767.0,236
2025-12-22,2519,Üçevler Mh.,249.0,4222.07,82.0,82.0,28
2025-12-22,2584,23 Nisan Mh.,217.0,10504.65,0.0,0.0,32
2025-12-22,2584,29 Ekim Mh.,460.0,11995.0,92.0,207.0,51
2025-12-22,2584,Ahmet Yesevi Mh.,269.0,13721.45,15.0,15.0,35
2025-12-22,2584,Alaaddinbey Mh.,22182.0,72429.18,7012.0,129802.0,288
2025-12-22,2584,Balat Mh.,603.0,28869.66,0.0,0.0,81
2025-12-22,2584,Balat OSB Mh.,106.0,3278.35,0.0,0.0,10
2025-12-22,2584,Başköy Mh.,497.0,21713.86,0.0,0.0,59
2025-12-22,2584,Beşevler Mh.,20.0,1384.5900000000001,0.0,0.0,3
2025-12-22,2584,Büyükbalıklı Mh.,120.0,5501.82,0.0,0.0,13
2025-12-22,2584,Doğanköy Mh.,1482.0,58714.38,773.0,773.0,143
2025-12-22,2584,Dumlupınar Mh.,18512.0,215800.77,19629.0,19629.0,1055
2025-12-22,2584,Ertuğrul Mh.,278.0,8369.56,0.0,0.0,37
2025-12-22,2584,Fethiye OSB Mh.,363.0,16689.26,22.0,22.0,49
2025-12-22,2584,Geçit Mh.,1394.0,52080.93,200.0,200.0,159
2025-12-22,2584,Gökçe Mh.,40.0,2125.2,0.0,0.0,5
2025-12-22,2584,Görükle Mh.,2450.0,64850.68,1222.0,1774.0,206
2025-12-22,2584,Işıktepe Mh.,40.0,1659.36,0.0,0.0,5
2025-12-22,2584,Işıktepe OSB Mh.,198.0,9022.66,96.0,96.0,27
2025-12-22,2584,Karacaoba Mh.,160.0,6241.38,0.0,0.0,18
2025-12-22,2584,Minareliçavuş Bursa OSB Mh.,40.0,1643.0,0.0,0.0,5
2025-12-22,2584,Minareliçavuş Mh.,78.0,3943.75,6.0,6.0,9
2025-12-22,2584,Nilüferköy Mh.,171.0,12668.9,0.0,0.0,37
2025-12-22,2584,Yenikent Mh.,2574.0,63758.3,1635.0,1635.0,208
2025-12-22,2584,Yolçatı Mh.,1626.0,63166.32,759.0,759.0,153
2025-12-22,2584,Yüzüncüyıl Mh.,80.0,1817.6,0.0,0.0,8
2025-12-22,2584,Çatalağıl Mh.,530.0,9014.82,0.0,0.0,26
2025-12-22,2584,Üçevler Mh.,530.0,23161.28,233.0,233.0,59
2025-12-22,2584,İrfaniye Mh.,190.0,6240.86,0.0,0.0,19
2025-12-22,2674,23 Nisan Mh.,69.0,3021.67,0.0,0.0,10
2025-12-22,2674,29 Ekim Mh.,80.0,1625.92,0.0,0.0,8
2025-12-22,2674,Ahmet Yesevi Mh.,151.0,5569.33,0.0,0.0,21
2025-12-22,2674,Alaaddinbey Mh.,28108.0,40793.81,0.0,3857235.0,172
2025-12-22,2674,Balat Mh.,542.0,18438.67,0.0,0.0,71
2025-12-22,2674,Balat OSB Mh.,50.0,1187.4,0.0,0.0,4
2025-12-22,2674,Doğanköy Mh.,380.0,9579.25,0.0,0.0,38
2025-12-22,2674,Dumlupınar Mh.,1899.0,22431.94,0.0,1751.0,107
2025-12-22,2674,Ertuğrul Mh.,118.0,3836.71,0.0,3.0,19
2025-12-22,2674,Fethiye OSB Mh.,288.0,8673.41,0.0,88.0,29
2025-12-22,2674,Geçit Mh.,1628.0,42874.12,0.0,372.0,164
2025-12-22,2674,Görükle Mh.,20032.0,216402.85,0.0,18480.0,903
2025-12-22,2674,Işıktepe Mh.,21.0,901.97,0.0,0.0,3
2025-12-22,2674,Işıktepe OSB Mh.,102.0,4519.09,0.0,43.0,15
2025-12-22,2674,Minareliçavuş Bursa OSB Mh.,20.0,1189.6799999999998,0.0,0.0,4
2025-12-22,2674,Nilüferköy Mh.,201.0,10227.78,0.0,0.0,38
2025-12-22,2674,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,96.0,858.27,0.0,18.0,4
2025-12-22,2674,Yenikent Mh.,2821.0,64434.07,0.0,1220.0,245
2025-12-22,2674,Yolçatı Mh.,340.0,8510.52,0.0,0.0,34
2025-12-22,2674,Yüzüncüyıl Mh.,40.0,817.8,0.0,0.0,4
2025-12-22,2674,Üçevler Mh.,348.0,10645.49,0.0,115.0,35
2025-12-22,3547,19 Mayıs Mh.,268.0,8342.92,323.0,323.0,18
2025-12-22,3547,23 Nisan Mh.,62.0,5940.24,0.0,0.0,11
2025-12-22,3547,29 Ekim Mh.,7587.0,137910.53,7462.0,9863.0,291
2025-12-22,3547,Ahmet Yesevi Mh.,236.0,15369.84,0.0,0.0,29
2025-12-22,3547,Alaaddinbey Mh.,20848.0,129252.6,1520.0,4485168.0,266
2025-12-22,3547,Altınşehir Mh.,39.0,1339.37,9.0,9.0,3
2025-12-22,3547,Balat Mh.,809.0,58175.06,0.0,0.0,111
2025-12-22,3547,Balat OSB Mh.,50.0,3741.24,0.0,0.0,7
2025-12-22,3547,Doğanköy Mh.,1680.0,82317.42,652.0,652.0,161
2025-12-22,3547,Ertuğrul Mh.,348.0,16524.58,214.0,214.0,32
2025-12-22,3547,Fethiye OSB Mh.,214.0,11813.29,77.0,77.0,22
2025-12-22,3547,Geçit Mh.,1869.0,123285.19,265.0,265.0,235
2025-12-22,3547,Görükle Mh.,12469.0,464713.78,24296.0,24296.0,795
2025-12-22,3547,Işıktepe Mh.,30.0,3231.66,0.0,0.0,6
2025-12-22,3547,Işıktepe OSB Mh.,92.0,5930.74,52.0,52.0,11
2025-12-22,3547,Minareliçavuş Bursa OSB Mh.,20.0,1605.94,0.0,0.0,3
2025-12-22,3547,Minareliçavuş Mh.,6.0,923.94,0.0,0.0,2
2025-12-22,3547,Nilüferköy Mh.,297.0,31313.07,0.0,0.0,59
2025-12-22,3547,Yenikent Mh.,3971.0,156829.73,2077.0,2077.0,303
2025-12-22,3547,Yolçatı Mh.,1076.0,53904.05,384.0,384.0,96
2025-12-22,3547,Yüzüncüyıl Mh.,10805.0,157960.99,11376.0,11376.0,340
2025-12-22,3547,Özlüce Mh.,396.0,26663.77,0.0,0.0,56
2025-12-22,3547,Üçevler Mh.,407.0,20059.04,196.0,196.0,37
